,Close,Compound,Negative,Neutral,Positive,Open,High,Low,Volume
2019-10-01,1292.646973,-0.9998,0.134,0.787,0.079,1324.445557,1329.398682,1281.155884,8270254.0
2019-10-03,1298.739258,-0.9992,0.119,0.783,0.097,1273.924438,1302.35498,1269.268555,6241716.0
2019-10-04,1295.816895,-0.9999,0.144,0.774,0.082,1307.5061039999996,1316.124512,1291.606812,6918922.0
2019-10-07,1297.798218,-0.9997,0.12,0.801,0.079,1295.816895,1308.397705,1289.477051,4643419.0
2019-10-09,1312.310547,-0.9999,0.148,0.763,0.089,1296.411377,1317.461792,1280.3634029999996,8117158.0
2019-10-10,1349.953735,-0.9999,0.14,0.779,0.081,1312.558228,1356.145142,1308.595825,16155443.0
2019-10-11,1339.899048,-0.9998,0.127,0.797,0.076,1350.894897,1352.776978,1323.9997560000004,7659571.0
2019-10-14,1345.248413,-1.0,0.175,0.752,0.073,1352.133179,1352.133179,1338.165527,6181455.0
2019-10-15,1351.340698,-0.9999,0.146,0.77,0.083,1349.706177,1357.135742,1341.58313,4463991.0
2019-10-16,1359.463623,-0.9992,0.116,0.794,0.09,1357.0366210000002,1366.695068,1350.894897,8954786.0
2019-10-17,1383.386841,-0.9997,0.131,0.775,0.093,1362.088745,1385.8634029999996,1359.116943,7401968.0
2019-10-18,1403.0505369999996,-0.9997,0.142,0.754,0.104,1390.816406,1414.492065,1385.5661619999996,12978275.0
2019-10-22,1400.871094,-0.9996,0.122,0.795,0.083,1411.619263,1423.358032,1390.172607,12823466.0
2019-10-23,1379.325317,-0.9998,0.135,0.773,0.092,1403.000977,1412.560303,1370.162231,8512900.0
2019-10-24,1422.961792,-0.9996,0.123,0.791,0.087,1387.844604,1427.865234,1373.530273,10449504.0
2019-10-25,1417.760986,-0.8291,0.1,0.797,0.103,1427.568115,1427.914795,1397.998413,6248688.0
2019-10-29,1453.274414,-0.9985,0.133,0.748,0.119,1431.926758,1466.102783,1428.558716,11892161.0
2019-10-30,1465.211304,-0.9994,0.12,0.787,0.094,1466.102783,1470.610107,1446.587769,7541537.0
2019-10-31,1450.599731,-0.9996,0.124,0.795,0.081,1470.065308,1475.662231,1447.974609,8982513.0
2019-11-01,1443.219727,-0.9991,0.109,0.802,0.089,1441.337524,1448.07373,1427.4689939999996,6416833.0
2019-11-04,1443.9626460000004,-0.9999,0.17,0.752,0.079,1452.1352539999998,1457.187378,1431.530518,6490272.0
2019-11-05,1433.709839,-0.9999,0.152,0.773,0.074,1449.36145,1455.156616,1427.4689939999996,5854289.0
2019-11-06,1421.42627,-0.9998,0.133,0.797,0.07,1429.153076,1432.867798,1415.086426,6749668.0
2019-11-07,1444.903809,-0.9998,0.14,0.758,0.101,1421.525391,1449.262451,1418.751709,6499781.0
2019-11-08,1431.926758,-0.9999,0.146,0.767,0.088,1435.393921,1445.943848,1427.766235,5546929.0
2019-11-11,1414.392944,-0.9999,0.153,0.754,0.093,1425.586914,1430.688477,1409.192261,5241641.0
2019-11-13,1458.475098,-0.9999,0.148,0.771,0.081,1416.572266,1462.04126,1416.572266,11641679.0
2019-11-14,1449.014771,-0.9998,0.138,0.772,0.09,1462.1403810000004,1467.6877439999996,1442.130005,6580126.0
2019-11-15,1457.038696,-0.9996,0.117,0.804,0.079,1451.887573,1472.838989,1449.411011,7241673.0
2019-11-18,1445.498169,-0.9999,0.158,0.751,0.091,1458.821777,1472.046509,1441.733765,6496095.0
2019-11-19,1495.573486,-0.9999,0.137,0.787,0.076,1453.2248539999996,1500.675049,1451.243652,13926337.0
2019-11-20,1533.117554,-0.9998,0.133,0.784,0.083,1540.44812,1557.635132,1528.709351,20092835.0
2019-11-21,1523.161987,-0.9999,0.142,0.782,0.076,1530.492432,1541.38916,1514.196899,6875134.0
2019-11-22,1531.978394,-0.9999,0.158,0.757,0.084,1527.619751,1554.762451,1523.161987,10315843.0
2019-11-25,1546.887085,-0.9996,0.117,0.806,0.077,1536.584717,1550.106567,1536.436157,6989948.0
2019-11-26,1545.599243,-0.9999,0.146,0.782,0.072,1553.37561,1561.548096,1541.38916,16305243.0
2019-11-27,1555.1091310000004,-0.9998,0.137,0.779,0.084,1545.302124,1560.706055,1541.488281,4450122.0
2019-11-28,1565.4609380000004,-0.9995,0.099,0.836,0.066,1557.8828130000004,1569.274902,1549.264526,6344459.0
2019-11-29,1536.584717,-0.9999,0.157,0.764,0.08,1567.095459,1567.095459,1533.315674,8565249.0
2019-12-02,1571.602783,-0.9996,0.119,0.812,0.069,1584.975952,1599.290283,1562.192017,14410500.0
2019-12-03,1564.0740970000004,-0.9999,0.147,0.775,0.078,1577.794067,1579.032349,1557.833252,5995079.0
2019-12-04,1538.120117,-0.9999,0.141,0.793,0.066,1558.229492,1562.6872560000004,1519.348145,9685777.0
2019-12-05,1536.287476,-0.9999,0.153,0.762,0.085,1559.220093,1564.916138,1529.501831,9203442.0
2019-12-06,1540.299561,-0.9996,0.134,0.764,0.102,1538.417358,1553.276489,1526.6290279999996,6038833.0
2019-12-09,1557.833252,-1.0,0.19,0.736,0.074,1541.53772,1562.588257,1531.978394,5834593.0
2019-12-10,1547.283325,-0.9999,0.148,0.775,0.078,1557.288452,1558.823853,1539.556519,4694991.0
2019-12-11,1547.729126,-0.9998,0.116,0.825,0.058,1540.99292,1559.715454,1536.039917,5706279.0
2019-12-12,1553.474609,-0.9999,0.151,0.758,0.091,1555.5053710000002,1559.071533,1542.033081,4765727.0
2019-12-13,1568.0366210000002,-0.9998,0.132,0.789,0.079,1565.163818,1575.069946,1557.635132,5846419.0
2019-12-16,1551.889648,-0.9999,0.181,0.744,0.075,1577.051147,1578.93335,1549.660767,5488487.0
2019-12-17,1548.026245,-1.0,0.178,0.748,0.074,1552.038208,1564.173218,1540.943359,9379800.0
2019-12-18,1561.052734,-0.9999,0.146,0.782,0.072,1548.323486,1565.163818,1547.332886,6803466.0
2019-12-19,1594.832642,-0.9997,0.11,0.833,0.057,1558.922974,1599.736084,1557.0407710000004,9464354.0
2019-12-20,1584.084473,-0.9999,0.156,0.77,0.074,1599.835205,1602.361206,1581.112671,9816798.0
2019-12-23,1556.644531,-0.9997,0.132,0.786,0.083,1545.450684,1562.736816,1543.172241,11587233.0
2019-12-24,1531.928833,-0.9999,0.145,0.773,0.082,1554.168091,1557.288452,1528.015991,8329356.0
2019-12-26,1501.17041,-0.9999,0.144,0.777,0.079,1527.17395,1538.367798,1495.969727,13734705.0
2019-12-27,1527.86731,-0.9999,0.173,0.756,0.071,1512.661499,1531.681152,1507.015015,8158196.0
2019-12-30,1529.699951,-0.9999,0.17,0.754,0.076,1531.433594,1533.117554,1513.70166,7902607.0
2019-12-31,1499.83313,-0.9999,0.159,0.76,0.081,1527.52063,1529.204712,1493.889404,10246683.0
2020-01-01,1495.424927,-0.9997,0.114,0.814,0.072,1503.7459720000004,1512.760498,1491.3634029999996,6463060.0
2020-01-02,1520.883545,-0.9997,0.125,0.796,0.079,1497.802368,1526.480469,1497.802368,8173308.0
2020-01-03,1522.716187,-0.9963,0.103,0.805,0.092,1518.605103,1527.17395,1508.6990970000004,9684434.0
2020-01-06,1487.4008789999998,-0.9996,0.104,0.839,0.056,1505.727173,1513.5529789999996,1483.9338380000004,11315596.0
2020-01-07,1510.284058,-1.0,0.186,0.745,0.069,1504.736572,1520.091064,1499.288208,7699489.0
2020-01-08,1498.9415279999996,-0.9999,0.136,0.799,0.064,1500.77417,1520.0415039999998,1495.821167,7406104.0
2020-01-09,1533.464233,-0.9997,0.131,0.784,0.085,1524.1525880000004,1535.445557,1516.871582,6914533.0
2020-01-10,1533.117554,-0.9999,0.13,0.804,0.066,1537.327637,1543.320801,1525.192749,5758760.0
2020-01-13,1529.204712,-0.9998,0.144,0.774,0.082,1530.541992,1544.063843,1523.954468,8437316.0
2020-01-14,1515.03894,-0.9999,0.158,0.772,0.071,1525.539429,1535.445557,1507.559814,7299328.0
2020-01-15,1509.541016,-0.9998,0.142,0.768,0.089,1521.428345,1525.440308,1503.993652,7299939.0
2020-01-16,1523.459106,-0.9998,0.13,0.801,0.069,1514.6427,1528.85791,1513.6521,5929338.0
2020-01-17,1566.154419,-0.9999,0.156,0.779,0.065,1538.912598,1570.067383,1538.6154789999996,13597387.0
2020-01-20,1517.961304,-0.9997,0.115,0.82,0.066,1593.891479,1593.891479,1512.067139,15019904.0
2020-01-21,1519.496704,-0.9997,0.119,0.814,0.067,1514.24646,1531.334473,1507.708374,8732832.0
2020-01-22,1518.951904,-0.9999,0.163,0.769,0.068,1529.501831,1532.226074,1516.723022,4763978.0
2020-01-23,1512.512939,-0.9997,0.134,0.762,0.103,1522.072266,1527.471069,1506.420654,5190829.0
2020-01-24,1507.262695,-0.9997,0.14,0.76,0.099,1512.661499,1521.923706,1504.2907710000004,6751025.0
2020-01-27,1492.403564,-0.9949,0.111,0.787,0.102,1500.675049,1510.135376,1490.868042,6178444.0
2020-01-28,1457.930298,-0.9999,0.151,0.767,0.082,1494.434204,1495.821167,1449.856812,11321622.0
2020-01-29,1465.954224,-0.9999,0.147,0.772,0.081,1460.20874,1480.367554,1450.302612,11420535.0
2020-01-30,1430.193237,-0.9999,0.13,0.81,0.06,1465.112183,1465.805664,1426.478394,10338837.0
2020-01-31,1398.3946529999996,-0.9999,0.134,0.803,0.062,1439.356323,1439.6040039999998,1393.98645,16037262.0
2020-02-03,1372.490112,-0.998,0.119,0.774,0.108,1357.0366210000002,1386.804443,1350.250977,14173717.0
2020-02-04,1413.0061039999996,-0.9999,0.171,0.745,0.084,1386.8540039999998,1419.048828,1384.674683,11714666.0
2020-02-05,1434.89856,-0.9999,0.15,0.773,0.076,1421.42627,1439.158203,1416.869507,8524871.0
2020-02-06,1444.111328,-0.9999,0.156,0.762,0.082,1440.446045,1453.2248539999996,1426.577515,7171051.0
2020-02-07,1420.187988,-0.9999,0.14,0.788,0.072,1437.375122,1438.712402,1414.888306,5634549.0
2020-02-10,1422.119751,-0.9999,0.156,0.753,0.091,1414.591064,1431.926758,1397.205933,6988250.0
2020-02-11,1439.108643,-0.9999,0.158,0.767,0.074,1433.80896,1452.432373,1431.480957,6460912.0
2020-02-12,1456.4938960000004,-0.9986,0.102,0.825,0.072,1442.476807,1461.001221,1441.337524,6245738.0
2020-02-13,1460.307739,-0.9999,0.166,0.746,0.088,1463.873901,1463.873901,1448.866211,6260549.0
2020-02-14,1473.63147,-0.9999,0.149,0.77,0.081,1463.3786619999996,1487.35144,1439.455444,9796645.0
2020-02-17,1464.369263,-0.9999,0.146,0.782,0.072,1475.018311,1492.007202,1460.456299,6068321.0
2020-02-18,1453.621094,-0.9998,0.131,0.801,0.069,1462.04126,1462.04126,1443.714966,5135183.0
2020-02-19,1489.679321,-0.9999,0.162,0.761,0.077,1465.458862,1492.304443,1461.248779,6499952.0
2020-02-20,1471.996948,-0.9999,0.145,0.791,0.064,1482.943237,1493.839844,1469.8671880000004,7795779.0
2020-02-24,1431.381958,-0.9998,0.119,0.821,0.06,1455.9490970000004,1463.130981,1426.032593,9862350.0
2020-02-25,1403.099976,-0.9998,0.141,0.782,0.077,1437.771362,1437.771362,1396.760132,12804341.0
2020-02-26,1378.929077,-0.9999,0.148,0.764,0.089,1396.760132,1399.088013,1374.3227539999998,13550903.0
2020-02-27,1373.233154,-0.9999,0.147,0.782,0.07,1374.966675,1380.71228,1356.145142,11562875.0
2020-02-28,1316.17395,-0.9999,0.16,0.743,0.096,1342.17749,1344.2578130000004,1312.558228,18144221.0
2020-03-02,1303.791382,-0.9998,0.143,0.768,0.089,1342.37561,1356.145142,1288.88269,13614473.0
2020-03-03,1330.240601,-0.9997,0.11,0.836,0.054,1317.214111,1341.18689,1309.586426,12644541.0
2020-03-04,1327.120239,-0.9999,0.153,0.782,0.065,1339.3046880000004,1341.087769,1295.618774,10201574.0
2020-03-05,1298.838257,-0.9998,0.131,0.779,0.09,1339.502808,1345.198853,1293.736694,14080540.0
2020-03-06,1259.065308,-0.9999,0.164,0.765,0.071,1258.074707,1276.054321,1229.446045,15568253.0
2020-03-09,1103.68811,-0.999,0.095,0.842,0.064,1228.405884,1229.347046,1084.718018,40698294.0
2020-03-11,1142.71814,-0.9999,0.173,0.753,0.074,1097.595947,1167.384399,1097.595947,27495503.0
2020-03-12,1053.018433,-1.0,0.197,0.728,0.075,1074.81189,1090.6616210000002,1038.852661,25830369.0
2020-03-13,1094.921265,-0.9999,0.169,0.752,0.08,988.628784,1129.29541,933.550842,33826739.0
2020-03-16,1006.162598,-0.9999,0.151,0.803,0.046,1050.591431,1069.561646,995.563049,17759556.0
2020-03-17,998.534912,-1.0,0.199,0.734,0.068,1037.416382,1050.0466310000004,993.779968,20973312.0
2020-03-18,959.405762,-0.9999,0.133,0.819,0.048,1015.672424,1026.172852,951.976196,20643079.0
2020-03-19,909.082825,-0.9999,0.134,0.812,0.054,911.460266,957.919861,883.822266,28337941.0
2020-03-20,1008.391479,-0.9999,0.138,0.811,0.052,930.678101,1025.182251,921.267334,29240849.0
2020-03-23,875.7487789999999,-0.9997,0.133,0.781,0.086,907.596863,941.079529,867.427673,18769636.0
2020-03-24,934.541504,-0.9998,0.123,0.812,0.064,921.267334,960.891724,887.388428,21106643.0
2020-03-25,1072.0876460000004,-0.9992,0.121,0.784,0.095,954.749939,1140.736938,954.205078,33749620.0
2020-03-26,1056.188354,-0.9993,0.109,0.823,0.068,1085.510498,1106.4123539999996,1032.562378,21111073.0
2020-03-27,1055.5939939999996,-0.9996,0.132,0.772,0.096,1084.718018,1096.902466,1036.376221,19225132.0
2020-03-30,1020.774109,-0.9985,0.098,0.825,0.076,1030.828735,1064.707642,1010.42218,13951078.0
2020-03-31,1103.29187,-0.9993,0.114,0.807,0.079,1063.865601,1119.1911619999996,1038.159302,20441125.0
2020-04-01,1070.304565,-0.9989,0.112,0.799,0.089,1111.712036,1114.040039,1035.38562,19197220.0
2020-04-03,1067.332764,-0.9983,0.104,0.814,0.082,1123.797485,1123.797485,1046.381348,19091236.0
2020-04-07,1194.77478,-0.9995,0.13,0.777,0.093,1091.751343,1202.600586,1089.671021,25093419.0
2020-04-08,1180.955688,-0.9994,0.109,0.819,0.072,1168.9198,1217.459717,1149.107666,23019764.0
2020-04-09,1208.4946289999998,-0.9966,0.08,0.857,0.063,1202.600586,1221.223999,1181.797729,15244658.0
2020-04-13,1177.983887,-0.9995,0.126,0.783,0.091,1192.644897,1203.591187,1168.9198,10925447.0
2020-04-15,1139.052856,-0.9966,0.075,0.867,0.058,1185.809692,1224.393921,1132.267212,16301024.0
2020-04-16,1157.082031,-0.9985,0.111,0.799,0.09,1139.052856,1176.299805,1134.248413,17285802.0
2020-04-17,1212.506592,-0.9998,0.134,0.792,0.073,1204.5817869999996,1218.450317,1181.45105,15353792.0
2020-04-20,1232.120728,-0.9994,0.122,0.786,0.092,1214.487915,1245.196777,1190.713257,16628269.0
2020-04-21,1225.731323,-0.9989,0.115,0.791,0.094,1198.638062,1240.243774,1153.070068,28322996.0
2020-04-22,1350.795776,-0.9997,0.129,0.79,0.081,1307.605225,1371.895752,1287.792969,65848350.0
2020-04-23,1358.0272220000004,-0.9991,0.111,0.805,0.084,1354.51062,1372.836914,1340.592529,30211857.0
2020-04-24,1403.694336,-0.9982,0.096,0.832,0.073,1337.472046,1480.912476,1334.549805,62296159.0
2020-04-27,1416.324707,-0.999,0.107,0.809,0.084,1420.53479,1461.14978,1409.638062,26989849.0
2020-04-28,1414.739624,-0.9976,0.105,0.806,0.089,1436.3845210000004,1441.783325,1379.077759,36206232.0
2020-04-29,1413.5509029999996,-0.97,0.085,0.834,0.082,1431.332397,1440.0002439999996,1406.66626,17303785.0
2020-04-30,1452.234253,-0.9994,0.117,0.794,0.088,1440.297363,1480.912476,1424.546753,32926121.0
2020-05-04,1421.723511,-0.9995,0.106,0.827,0.067,1426.478394,1451.243652,1404.140137,24670336.0
2020-05-05,1446.934448,-0.9976,0.096,0.826,0.077,1440.049805,1465.112183,1433.61084,20723079.0
2020-05-06,1447.033569,-0.9987,0.097,0.833,0.07,1450.253052,1471.006348,1431.926758,18685710.0
2020-05-07,1492.799805,-0.9986,0.089,0.842,0.069,1441.337524,1499.43689,1431.431519,23087436.0
2020-05-08,1547.134766,-0.9991,0.085,0.866,0.049,1530.492432,1565.064697,1522.666626,38887255.0
2020-05-11,1561.9938960000004,-0.9993,0.11,0.808,0.082,1565.163818,1599.835205,1557.536133,30959745.0
2020-05-12,1465.359863,-0.9994,0.12,0.792,0.088,1550.106567,1553.623169,1451.243652,46465281.0
2020-05-13,1496.449951,-0.9997,0.108,0.823,0.069,1527.0,1527.0,1454.0,30657492.0
2020-05-14,1435.949951,-0.9984,0.113,0.793,0.094,1469.0,1496.699951,1430.050049,22736607.0
2020-05-15,1459.400024,-0.9962,0.095,0.82,0.085,1444.0,1466.699951,1415.099976,28683258.0
2020-05-18,1440.75,-0.9999,0.141,0.783,0.076,1470.0,1482.0,1428.0,28980385.0
2020-05-19,1408.900024,-0.9996,0.115,0.813,0.072,1457.0,1461.699951,1403.25,19528760.0
2020-05-20,1433.699951,-0.9996,0.11,0.823,0.067,1410.0,1446.849976,1393.0,25530626.0
2020-05-21,1441.25,-0.9998,0.126,0.793,0.081,1435.0,1461.449951,1425.0,18076017.0
2020-05-22,1431.550049,-0.9997,0.138,0.771,0.091,1451.800049,1458.0,1426.5,17458065.0
2020-05-26,1424.050049,-0.9998,0.131,0.791,0.078,1448.150024,1449.699951,1416.300049,15329472.0
2020-05-27,1445.550049,-0.9996,0.119,0.798,0.083,1431.0,1454.0,1412.0,16460756.0
2020-05-28,1472.25,-0.9997,0.123,0.8,0.078,1455.0,1479.75,1449.0,18518271.0
2020-05-29,1464.400024,-0.9998,0.135,0.777,0.088,1468.0,1472.0,1452.650024,18470390.0
2020-06-01,1520.349976,-0.9999,0.143,0.779,0.078,1480.0,1538.349976,1475.949951,18434012.0
2020-06-02,1535.699951,-0.9998,0.135,0.775,0.09,1526.0,1540.0,1520.800049,10224049.0
2020-06-03,1541.650024,-0.9996,0.121,0.795,0.084,1545.0,1560.0,1533.349976,11713461.0
2020-06-04,1579.800049,-0.9994,0.103,0.821,0.076,1544.0,1589.5,1541.0,15784379.0
2020-06-05,1581.699951,-0.9998,0.13,0.787,0.083,1595.0,1618.0,1573.699951,15264885.0
2020-06-08,1569.5,-0.9996,0.128,0.785,0.087,1618.400024,1618.400024,1565.0,14497996.0
2020-06-09,1537.150024,-0.9997,0.117,0.813,0.07,1560.300049,1583.0,1533.0,11933076.0
2020-06-10,1572.150024,-0.9997,0.142,0.752,0.105,1543.099976,1579.550049,1540.050049,10214213.0
2020-06-11,1537.699951,-0.9985,0.082,0.866,0.052,1566.0,1567.949951,1531.0,9408046.0
2020-06-12,1588.800049,-0.9998,0.136,0.783,0.08,1500.0,1593.0,1497.0,17790311.0
2020-06-15,1614.550049,-0.9997,0.117,0.814,0.069,1565.0,1626.949951,1561.099976,24509058.0
2020-06-16,1617.699951,-0.9998,0.14,0.77,0.09,1643.0,1648.550049,1585.300049,23622794.0
2020-06-17,1615.349976,-0.9985,0.11,0.802,0.088,1608.25,1635.449951,1602.099976,19282411.0
2020-06-18,1655.900024,-0.9997,0.129,0.791,0.08,1607.0,1665.0,1605.599976,18677617.0
2020-06-19,1759.4000239999998,-0.9998,0.137,0.78,0.082,1670.0,1788.800049,1662.0,48828609.0
2020-06-22,1746.1500239999998,-0.9997,0.12,0.801,0.079,1773.4000239999998,1804.199951,1735.0,27781693.0
2020-06-23,1720.9000239999998,-0.9999,0.14,0.787,0.073,1750.0,1763.75,1716.0999760000002,17519493.0
2020-06-24,1727.8499760000002,-0.9997,0.116,0.809,0.075,1735.9000239999998,1772.699951,1711.699951,23807033.0
2020-06-25,1717.9000239999998,-0.9999,0.131,0.815,0.053,1727.0,1749.0,1713.050049,18312025.0
2020-06-26,1741.6500239999998,-0.9999,0.15,0.766,0.084,1728.800049,1752.0,1717.0,14270458.0
2020-06-29,1723.1500239999998,-0.9997,0.124,0.799,0.077,1728.050049,1739.75,1715.550049,11824524.0
2020-06-30,1704.0999760000002,-0.9998,0.12,0.816,0.064,1737.0,1741.0,1695.550049,13972563.0
2020-07-01,1737.5999760000002,-0.9998,0.141,0.764,0.095,1720.0,1749.0,1708.050049,13136179.0
2020-07-02,1760.3499760000002,-0.9986,0.103,0.817,0.079,1743.0,1767.5999760000002,1735.050049,13286365.0
2020-07-03,1787.9000239999998,-0.9997,0.121,0.807,0.072,1779.800049,1793.0,1768.0,13583909.0
2020-07-06,1851.800049,-0.9995,0.112,0.808,0.08,1805.0,1858.0,1792.0999760000002,21697962.0
2020-07-07,1823.449951,-0.9996,0.104,0.835,0.061,1860.0,1864.349976,1806.300049,16239990.0
2020-07-08,1798.0,-0.9998,0.124,0.81,0.066,1824.050049,1834.949951,1790.0,12093186.0
2020-07-09,1824.25,-0.9998,0.121,0.823,0.056,1809.0,1835.0,1786.25,16807336.0
2020-07-10,1878.050049,-0.9977,0.086,0.851,0.063,1828.5,1884.599976,1824.25,20195218.0
2020-07-13,1935.0,-0.9997,0.113,0.822,0.065,1903.349976,1947.699951,1900.0,32124262.0
2020-07-14,1917.0,-0.9992,0.117,0.788,0.094,1934.0,1941.699951,1887.300049,31073305.0
2020-07-15,1844.0,-0.9992,0.118,0.786,0.096,1937.949951,1978.800049,1798.0,64457578.0
2020-07-16,1843.400024,-0.9996,0.107,0.825,0.067,1847.0,1869.0,1812.449951,28133826.0
2020-07-17,1911.699951,-0.9996,0.127,0.783,0.091,1845.0,1920.0,1838.0,22948894.0
2020-07-20,1919.900024,-0.9999,0.131,0.802,0.067,1917.800049,1932.0,1899.650024,16887635.0
2020-07-21,1971.550049,-0.999,0.091,0.844,0.065,1939.0,1977.0,1936.5,19463004.0
2020-07-22,2004.0,-0.9999,0.138,0.785,0.078,1983.0,2010.0,1960.699951,27584518.0
2020-07-23,2057.800049,-0.9995,0.102,0.836,0.062,2003.949951,2079.699951,1991.349976,26921017.0
2020-07-24,2146.149902,-0.9997,0.114,0.827,0.06,2058.0,2163.0,2057.800049,55655668.0
2020-07-27,2156.199951,-0.9999,0.162,0.774,0.064,2178.800049,2198.800049,2127.899902,37060665.0
2020-07-28,2177.699951,-0.9992,0.099,0.832,0.069,2156.199951,2194.0,2150.649902,25435297.0
2020-07-29,2096.649902,-0.9997,0.125,0.797,0.079,2177.899902,2182.800049,2070.449951,33534147.0
2020-07-30,2108.850098,-0.9996,0.128,0.774,0.098,2099.0,2139.699951,2072.0,33623699.0
2020-07-31,2067.100098,-0.9996,0.114,0.81,0.076,2114.5,2129.0,2052.800049,34593133.0
2020-08-03,2009.0,-0.9995,0.132,0.764,0.104,2051.300049,2057.0,2003.099976,21559142.0
2020-08-04,2150.600098,-0.9993,0.114,0.8,0.086,2020.599976,2167.0,2000.25,42476932.0
2020-08-05,2126.449951,-0.9996,0.12,0.795,0.084,2169.0,2196.0,2118.300049,34404810.0
2020-08-06,2134.100098,-0.9993,0.133,0.759,0.108,2157.0,2167.699951,2107.800049,22762545.0
2020-08-07,2146.449951,-0.9999,0.137,0.793,0.071,2129.800049,2157.800049,2120.199951,15222303.0
2020-08-10,2119.850098,-0.9997,0.13,0.789,0.081,2159.100098,2165.0,2108.100098,12441573.0
2020-08-11,2133.800049,-0.9998,0.127,0.805,0.069,2134.800049,2160.0,2100.350098,21611256.0
2020-08-12,2127.600098,-0.9997,0.118,0.813,0.069,2121.0,2145.0,2106.800049,13967116.0
2020-08-13,2122.050049,-0.9998,0.138,0.778,0.084,2128.0,2138.899902,2110.0,11459190.0
2020-08-14,2113.800049,-0.9989,0.091,0.847,0.061,2122.550049,2157.0,2089.25,15333164.0
2020-08-17,2091.350098,-0.9993,0.102,0.829,0.069,2105.0,2105.0,2070.100098,14296834.0
2020-08-18,2118.550049,-0.9999,0.148,0.768,0.085,2085.0,2134.300049,2082.350098,14097746.0
2020-08-19,2131.550049,-0.9998,0.126,0.806,0.068,2141.0,2154.0,2121.350098,15731396.0
2020-08-20,2097.050049,-0.9995,0.103,0.829,0.068,2120.0,2123.899902,2088.0,10401212.0
2020-08-21,2081.850098,-0.9995,0.12,0.797,0.083,2118.0,2122.0,2077.0,11667129.0
2020-08-24,2095.75,-0.9996,0.127,0.786,0.087,2091.399902,2104.5,2070.5,15098991.0
2020-08-25,2082.100098,-0.9997,0.11,0.828,0.062,2106.0,2111.300049,2078.0,8947563.0
2020-08-26,2137.300049,-0.9999,0.169,0.762,0.068,2085.0,2147.949951,2047.0,27630190.0
2020-08-27,2110.600098,-0.9996,0.126,0.783,0.09,2148.0,2150.0,2103.25,12961252.0
2020-08-28,2116.149902,-0.9995,0.118,0.796,0.086,2120.0,2132.899902,2106.25,12537520.0
2020-08-31,2080.699951,-0.9999,0.153,0.759,0.088,2174.0,2174.0,2060.350098,28648125.0
2020-09-01,2087.25,-0.9998,0.136,0.782,0.082,2100.0,2122.399902,2062.399902,17821397.0
2020-09-02,2128.199951,-0.9995,0.11,0.815,0.075,2092.0,2138.0,2085.0,12437162.0
2020-09-03,2112.100098,-0.9999,0.167,0.757,0.077,2128.0,2138.75,2103.0,8577634.0
2020-09-04,2077.25,-0.9998,0.136,0.788,0.076,2083.550049,2096.949951,2072.199951,13141644.0
2020-09-07,2082.649902,-0.9997,0.128,0.793,0.079,2084.0,2105.75,2044.25,10119064.0
2020-09-08,2107.100098,-0.9998,0.14,0.772,0.088,2092.0,2121.0,2080.5,12643749.0
2020-09-09,2161.350098,-0.9998,0.128,0.801,0.071,2085.0,2167.800049,2081.449951,25525961.0
2020-09-10,2314.0,-0.9997,0.124,0.794,0.082,2183.100098,2344.949951,2175.350098,64750460.0
2020-09-11,2319.75,-0.9993,0.109,0.815,0.076,2312.0,2337.850098,2287.100098,27445768.0
2020-09-14,2302.550049,-0.9997,0.133,0.784,0.083,2325.0,2360.0,2282.0,20335273.0
2020-09-15,2318.850098,-0.9998,0.135,0.792,0.073,2311.949951,2325.75,2288.149902,12542824.0
2020-09-16,2324.550049,-0.9998,0.131,0.792,0.077,2320.0,2369.350098,2310.550049,15668979.0
2020-09-17,2298.75,-0.9998,0.127,0.809,0.064,2320.0,2333.699951,2291.850098,11919927.0
2020-09-18,2305.699951,-0.9997,0.106,0.848,0.047,2314.25,2319.449951,2276.550049,15264068.0
2020-09-21,2255.850098,-0.9997,0.115,0.817,0.068,2300.0,2336.0,2247.350098,15519031.0
2020-09-22,2211.149902,-0.9998,0.133,0.8,0.067,2277.0,2277.0,2201.550049,16056620.0
2020-09-23,2230.800049,-0.9999,0.152,0.766,0.083,2260.0,2276.75,2205.300049,19839282.0
2020-09-24,2181.199951,-0.9996,0.106,0.839,0.055,2207.899902,2226.0,2176.050049,13764841.0
2020-09-25,2201.699951,-0.9998,0.141,0.776,0.083,2189.0,2212.800049,2167.300049,13095028.0
2020-09-28,2216.25,-0.9998,0.137,0.781,0.082,2227.0,2238.0,2207.050049,9076248.0
2020-09-29,2245.050049,-0.9994,0.124,0.783,0.093,2225.0,2264.0,2216.25,11926328.0
2020-09-30,2234.350098,-0.9998,0.133,0.789,0.078,2260.0,2267.0,2225.0,11290667.0
2020-10-01,2225.25,-0.9998,0.137,0.783,0.08,2263.800049,2263.800049,2214.0,9591456.0
2020-10-05,2212.199951,-0.9989,0.092,0.851,0.057,2244.0,2249.149902,2206.0,8732869.0
2020-10-06,2210.350098,-0.9998,0.126,0.814,0.06,2225.25,2233.899902,2201.649902,8497216.0
2020-10-07,2257.5,-0.9999,0.146,0.775,0.079,2235.0,2309.0,2220.0,24538346.0
2020-10-08,2239.25,-0.9994,0.113,0.813,0.075,2259.0,2268.0,2222.100098,9727405.0
2020-10-09,2233.449951,-0.9998,0.14,0.783,0.077,2235.0,2253.0,2217.100098,8558745.0
